id,name,email,preco,projetos,avaliacoes
944,Harrietta,Harrietta.93@yopmail.com,881.8,93,1.63
945,Rosabelle,Rosabelle.189@yopmail.com,523.55,189,3.37
946,Lila,Lila.56@yopmail.com,634.8,56,1.56
947,Letizia,Letizia.59@yopmail.com,186.64,59,2.11
948,Ninnetta,Ninnetta.81@yopmail.com,830.67,81,3.46
949,Rhea,Rhea.121@yopmail.com,462.91,121,1.79
950,Monika,Monika.140@yopmail.com,796.62,140,4.07
951,Atlanta,Atlanta.190@yopmail.com,63.02,190,5.16
952,Sibella,Sibella.85@yopmail.com,830.5,85,1.69
953,Sheelagh,Sheelagh.41@yopmail.com,532.33,41,4.92
954,Tilly,Tilly.107@yopmail.com,530.18,107,3.44
955,Daryl,Daryl.@yopmail.com,928.32,0,1.28
956,Althea,Althea.130@yopmail.com,603.84,130,1.94
957,Sara-Ann,Sara-Ann.150@yopmail.com,377.46,150,1.44
958,Dede,Dede.189@yopmail.com,413.28,189,4.12
959,Cherilyn,Cherilyn.53@yopmail.com,741.72,53,2.6
960,Tori,Tori.183@yopmail.com,835.33,183,5.97
961,Ivett,Ivett.49@yopmail.com,139.28,49,3.62
962,Lorne,Lorne.120@yopmail.com,77.37,120,3.42
963,Bibby,Bibby.92@yopmail.com,872.78,92,1.33
964,Annaliese,Annaliese.171@yopmail.com,553.73,171,5.9
965,Mallory,Mallory.140@yopmail.com,458.03,140,5.11
966,Fredericka,Fredericka.83@yopmail.com,486.36,83,5.41
967,Leanna,Leanna.155@yopmail.com,161.12,155,4.54
968,Tamqrah,Tamqrah.88@yopmail.com,950,88,2.35
969,Yvonne,Yvonne.17@yopmail.com,388.5,17,2.87
970,Molli,Molli.138@yopmail.com,257.75,138,3.97
971,Etta,Etta.7@yopmail.com,560.16,7,2.78
972,Lulita,Lulita.25@yopmail.com,478.13,25,4.2
973,Tersina,Tersina.152@yopmail.com,185.92,152,4.31
974,Correy,Correy.39@yopmail.com,476.66,39,1.98
975,Pollyanna,Pollyanna.180@yopmail.com,983.34,180,5.07
976,Jenda,Jenda.54@yopmail.com,403.6,54,2.98
977,Sharai,Sharai.167@yopmail.com,893.09,167,4.65
978,Mathilda,Mathilda.31@yopmail.com,690.78,31,1.36
979,Daryl,Daryl.145@yopmail.com,773.44,145,4
980,Reeba,Reeba.153@yopmail.com,617.21,153,5.46
981,Patricia,Patricia.70@yopmail.com,903.24,70,4.95
982,Cristabel,Cristabel.124@yopmail.com,401.5,124,4.84
983,Dacia,Dacia.127@yopmail.com,318.16,127,3.24
984,Raquela,Raquela.58@yopmail.com,633.45,58,1.8
985,Kamilah,Kamilah.109@yopmail.com,344.28,109,4.39
986,Luci,Luci.53@yopmail.com,163.8,53,1.15
987,Ermengarde,Ermengarde.8@yopmail.com,980.23,8,3.44
988,Delilah,Delilah.122@yopmail.com,90.17,122,5.48
989,Inga,Inga.161@yopmail.com,46.31,161,5.47
990,Emylee,Emylee.145@yopmail.com,877.57,145,1.89
991,Karolina,Karolina.188@yopmail.com,829.34,188,3.82
992,Sindee,Sindee.76@yopmail.com,994.32,76,5.31
993,Gaylene,Gaylene.181@yopmail.com,71.98,181,5.08
994,Lanna,Lanna.41@yopmail.com,758.83,41,1.37
995,Concettina,Concettina.182@yopmail.com,294.33,182,3.85
996,Annabela,Annabela.15@yopmail.com,172.96,15,5.33
997,Tybie,Tybie.95@yopmail.com,932.05,95,4.38
998,Chandra,Chandra.45@yopmail.com,87.04,45,3.38
999,Winifred,Winifred.15@yopmail.com,311.02,15,3.75
1000,Imojean,Imojean.164@yopmail.com,311.5,164,4.26
1001,Brana,Brana.158@yopmail.com,404.21,158,5.09
1002,Yolane,Yolane.135@yopmail.com,446.25,135,1.2
1003,Dione,Dione.189@yopmail.com,365.44,189,3.9
1004,Ruthe,Ruthe.105@yopmail.com,237.76,105,4.98
1005,Lita,Lita.2@yopmail.com,846.26,2,4.15
1006,Pollyanna,Pollyanna.52@yopmail.com,518.25,52,2.12
1007,Clarice,Clarice.118@yopmail.com,88.32,118,5.33
1008,Dominga,Dominga.110@yopmail.com,401.38,110,5.84
1009,Constance,Constance.95@yopmail.com,591.86,95,3.32
1010,Tracey,Tracey.5@yopmail.com,862.09,5,5.13
1011,Lorie,Lorie.67@yopmail.com,978.67,67,4.27
1012,Elfreda,Elfreda.58@yopmail.com,124.36,58,1.52
1013,Ada,Ada.98@yopmail.com,740.17,98,3.82
1014,Jennica,Jennica.145@yopmail.com,488.46,145,3.68
1015,Elora,Elora.31@yopmail.com,780.05,31,4.03
1016,Fayre,Fayre.35@yopmail.com,208.38,35,5.93
1017,Cassandra,Cassandra.159@yopmail.com,948.34,159,1.91
1018,Dulce,Dulce.132@yopmail.com,534.73,132,5.95
1019,Veda,Veda.29@yopmail.com,375.05,29,4.86
1020,Giustina,Giustina.185@yopmail.com,627.15,185,5.43
1021,Ana,Ana.156@yopmail.com,270.25,156,3.83
1022,Rayna,Rayna.91@yopmail.com,794.79,91,1.11
1023,Edyth,Edyth.38@yopmail.com,221.26,38,2.99
1024,Delilah,Delilah.161@yopmail.com,803.79,161,3.34
1025,Kathy,Kathy.183@yopmail.com,745.14,183,4.02
1026,Madalyn,Madalyn.177@yopmail.com,97.37,177,2.27
1027,Heida,Heida.188@yopmail.com,971.21,188,2.01
1028,Lorie,Lorie.52@yopmail.com,655.09,52,3.01
1029,Silvana,Silvana.73@yopmail.com,133.93,73,4.25
1030,Ursulina,Ursulina.156@yopmail.com,678.67,156,2.42
1031,Lanna,Lanna.138@yopmail.com,16.97,138,4.47
1032,Frieda,Frieda.94@yopmail.com,64.73,94,4.36
1033,Blake,Blake.101@yopmail.com,804.31,101,2.13
1034,Lulita,Lulita.161@yopmail.com,845.75,161,2.3
1035,Lolita,Lolita.114@yopmail.com,238.59,114,2.21
1036,Laure,Laure.190@yopmail.com,341.9,190,3.73
1037,Debee,Debee.49@yopmail.com,32.17,49,2.7
1038,Micheline,Micheline.36@yopmail.com,495.04,36,5.68
1039,Kara-Lynn,Kara-Lynn.167@yopmail.com,75.72,167,5.81
1040,Karly,Karly.68@yopmail.com,166.8,68,2.54
1041,Florie,Florie.82@yopmail.com,967.38,82,1.08
1042,Beverley,Beverley.179@yopmail.com,170.17,179,5.83
1043,Zsa Zsa,Zsa Zsa.48@yopmail.com,476.49,48,3.4
1044,Dominga,Dominga.25@yopmail.com,728.98,25,4.4
1045,Wendi,Wendi.145@yopmail.com,23.28,145,3.57
1046,Roseline,Roseline.10@yopmail.com,111.01,10,3.04
1047,Deirdre,Deirdre.176@yopmail.com,876.42,176,5.55
1048,Isa,Isa.151@yopmail.com,829.12,151,5.51
1049,Hope,Hope.63@yopmail.com,8,63,5.97
1050,Etta,Etta.52@yopmail.com,195.49,52,5.99
1051,Ellette,Ellette.67@yopmail.com,14.04,67,5.19
1052,Lacie,Lacie.77@yopmail.com,210.8,77,4.71
1053,Rani,Rani.183@yopmail.com,789.19,183,3.55
1054,Gisela,Gisela.79@yopmail.com,794.77,79,5.97
1055,Charlena,Charlena.66@yopmail.com,538.55,66,5.45
1056,Cyndie,Cyndie.135@yopmail.com,526.62,135,3.77
1057,Rosene,Rosene.23@yopmail.com,401.39,23,3.7
1058,Althea,Althea.165@yopmail.com,710.13,165,1.67
1059,Lorenza,Lorenza.104@yopmail.com,629.38,104,3.55
1060,Estell,Estell.73@yopmail.com,359.23,73,4.51
1061,Jacquetta,Jacquetta.158@yopmail.com,235.96,158,5.08
1062,Henriette,Henriette.183@yopmail.com,116.15,183,1.83
1063,Olwen,Olwen.80@yopmail.com,195.18,80,5.34
1064,Gianina,Gianina.173@yopmail.com,748.57,173,2.17
1065,Edee,Edee.167@yopmail.com,82.74,167,1.7
1066,Sean,Sean.93@yopmail.com,582.08,93,5.55
1067,Alisha,Alisha.99@yopmail.com,450.48,99,5.68
1068,Fanny,Fanny.93@yopmail.com,355.66,93,4.95
1069,Ofilia,Ofilia.196@yopmail.com,760.36,196,4.55
1070,Gwenneth,Gwenneth.131@yopmail.com,920.38,131,2.14
1071,Nonnah,Nonnah.68@yopmail.com,565.2,68,5.07
1072,Ileana,Ileana.194@yopmail.com,130.14,194,5.47
1073,Tybie,Tybie.85@yopmail.com,368.24,85,1.97
1074,Jsandye,Jsandye.45@yopmail.com,759.67,45,4.84
1075,Sam,Sam.5@yopmail.com,464.26,5,1.27
1076,Eugine,Eugine.184@yopmail.com,826.23,184,2.96
1077,Edee,Edee.93@yopmail.com,433.02,93,1.88
1078,Ricky,Ricky.161@yopmail.com,844.75,161,1.66
1079,Pollyanna,Pollyanna.140@yopmail.com,805.61,140,3.2
1080,Deedee,Deedee.84@yopmail.com,652.05,84,5.56
1081,Imojean,Imojean.134@yopmail.com,817.36,134,3.5
1082,Betta,Betta.170@yopmail.com,656.77,170,2.29
1083,Lorne,Lorne.183@yopmail.com,489.73,183,5.24
1084,Hayley,Hayley.42@yopmail.com,805.66,42,4.41
1085,Aimil,Aimil.170@yopmail.com,760.57,170,3.31
1086,Iseabal,Iseabal.63@yopmail.com,500.47,63,5.21
1087,Sybille,Sybille.143@yopmail.com,520.68,143,3.77
1088,Silvana,Silvana.56@yopmail.com,172.06,56,1.68
1089,Micheline,Micheline.35@yopmail.com,583.14,35,4.55
1090,Julieta,Julieta.94@yopmail.com,295.27,94,3.75
1091,Louella,Louella.35@yopmail.com,891.53,35,3.35
1092,Teriann,Teriann.91@yopmail.com,933.01,91,5.31
1093,Kirstin,Kirstin.13@yopmail.com,105.77,13,2.63
1094,Tani,Tani.91@yopmail.com,5.19,91,2.8
1095,Sherrie,Sherrie.180@yopmail.com,745.82,180,4.8
1096,Frieda,Frieda.123@yopmail.com,388.93,123,2.55
1097,Gwyneth,Gwyneth.23@yopmail.com,98.19,23,1.31
1098,Kristina,Kristina.19@yopmail.com,271.12,19,3.09
1099,Kittie,Kittie.165@yopmail.com,449.19,165,3.69
1100,Jere,Jere.199@yopmail.com,154.64,199,2.27
1101,Kate,Kate.187@yopmail.com,750.93,187,3.46
1102,Evaleen,Evaleen.141@yopmail.com,974.2,141,4.36
1103,Cathyleen,Cathyleen.123@yopmail.com,25.44,123,1.39
1104,Dari,Dari.22@yopmail.com,889.03,22,3.59
1105,Hollie,Hollie.117@yopmail.com,824.16,117,5.75
1106,Lilith,Lilith.187@yopmail.com,471.69,187,5.55
1107,Atlanta,Atlanta.28@yopmail.com,637.72,28,3.35
1108,Robbi,Robbi.79@yopmail.com,431.06,79,3.59
1109,Gusella,Gusella.99@yopmail.com,787.47,99,5.93
1110,Wendi,Wendi.3@yopmail.com,108.08,3,1.43
1111,Ardys,Ardys.116@yopmail.com,548.53,116,3.87
1112,Adore,Adore.181@yopmail.com,428.99,181,4.61
1113,Dacia,Dacia.93@yopmail.com,685.08,93,2.95
1114,Jillayne,Jillayne.151@yopmail.com,519.68,151,5.27
1115,Cissiee,Cissiee.7@yopmail.com,840.85,7,5.9
1116,Arlina,Arlina.17@yopmail.com,577.74,17,3.15
1117,Rosanne,Rosanne.15@yopmail.com,190.62,15,3.5
1118,Kylynn,Kylynn.173@yopmail.com,421.78,173,1.22
1119,Reeba,Reeba.78@yopmail.com,641.89,78,4.53
1120,Barbi,Barbi.168@yopmail.com,694.98,168,5.2
1121,Dania,Dania.156@yopmail.com,978.69,156,5.38
1122,Melanie,Melanie.77@yopmail.com,709.82,77,4.48
1123,Wanda,Wanda.43@yopmail.com,913.23,43,4.69
1124,Tani,Tani.27@yopmail.com,131.96,27,1.21
1125,Melodie,Melodie.52@yopmail.com,874.64,52,4.17
1126,Fanchon,Fanchon.199@yopmail.com,737.81,199,2.71
1127,Viki,Viki.158@yopmail.com,441.99,158,1.01
1128,Rosene,Rosene.80@yopmail.com,546.71,80,1.22
1129,Eugine,Eugine.103@yopmail.com,41.1,103,2.29
1130,Asia,Asia.69@yopmail.com,695.23,69,2.69
1131,Taffy,Taffy.69@yopmail.com,126.8,69,3.2
1132,Tracey,Tracey.20@yopmail.com,417.25,20,1.83
1133,Kristina,Kristina.194@yopmail.com,655.62,194,3.35
1134,Magdalena,Magdalena.27@yopmail.com,323.43,27,1.53
1135,Danny,Danny.84@yopmail.com,991.74,84,3.16
1136,Lucille,Lucille.95@yopmail.com,74.8,95,3.57
1137,Cassandra,Cassandra.173@yopmail.com,555.05,173,5.73
1138,Jolyn,Jolyn.97@yopmail.com,572.72,97,1.95
1139,Sibella,Sibella.122@yopmail.com,308.66,122,5.32
1140,Viviene,Viviene.197@yopmail.com,959.81,197,4.49
1141,Mellicent,Mellicent.82@yopmail.com,521.39,82,1.99
1142,Tomasina,Tomasina.20@yopmail.com,914.37,20,5.43
1143,Amii,Amii.193@yopmail.com,427.26,193,5.49
1144,Tatiania,Tatiania.59@yopmail.com,636.97,59,5.78
1145,Emylee,Emylee.116@yopmail.com,371.04,116,3.15
1146,Steffane,Steffane.90@yopmail.com,937.56,90,4.24
1147,Cindelyn,Cindelyn.96@yopmail.com,674.2,96,4.47
1148,Sue,Sue.61@yopmail.com,672.8,61,3.34
1149,Lonnie,Lonnie.19@yopmail.com,173.96,19,3.47
1150,Bertine,Bertine.34@yopmail.com,8.13,34,2.59
1151,Clementine,Clementine.148@yopmail.com,410.53,148,4.42
1152,Willetta,Willetta.141@yopmail.com,924.92,141,1.56
1153,Agnese,Agnese.92@yopmail.com,409.81,92,3.85
1154,Carmela,Carmela.152@yopmail.com,820.87,152,4.49
1155,Mamie,Mamie.191@yopmail.com,71.18,191,5.16
1156,Lorenza,Lorenza.34@yopmail.com,777.27,34,3.52
1157,Paule,Paule.18@yopmail.com,689.76,18,3.37
1158,Chandra,Chandra.75@yopmail.com,185.31,75,2.6
1159,Lucille,Lucille.174@yopmail.com,60.2,174,3.71
1160,Mamie,Mamie.97@yopmail.com,673.64,97,4.61
1161,Kimberley,Kimberley.132@yopmail.com,604.76,132,5.59
1162,Olivette,Olivette.90@yopmail.com,936.2,90,3.44
1163,Konstance,Konstance.64@yopmail.com,361.1,64,2.95
1164,Raf,Raf.200@yopmail.com,525.79,200,1.29
1165,Ida,Ida.25@yopmail.com,723.17,25,3.88
1166,Bettine,Bettine.48@yopmail.com,315.71,48,5.24
1167,Carilyn,Carilyn.143@yopmail.com,433.84,143,1.34
1168,Marinna,Marinna.142@yopmail.com,513.01,142,2.54
1169,Marika,Marika.140@yopmail.com,774.79,140,2.5
1170,Merrie,Merrie.129@yopmail.com,396.78,129,4.84
1171,Doro,Doro.58@yopmail.com,343.77,58,4.9
1172,Malina,Malina.62@yopmail.com,597.72,62,3.6
1173,Corly,Corly.10@yopmail.com,505.35,10,2.27
1174,Jemie,Jemie.100@yopmail.com,434.05,100,2.99
1175,Aryn,Aryn.99@yopmail.com,663.51,99,3.89
1176,Kassey,Kassey.91@yopmail.com,714.49,91,5.1
1177,Atlanta,Atlanta.165@yopmail.com,805.41,165,5.95
1178,Dyann,Dyann.2@yopmail.com,392.15,2,2.26
1179,Dagmar,Dagmar.85@yopmail.com,7.74,85,4.69
1180,Molli,Molli.78@yopmail.com,961.13,78,2.26
1181,Pollyanna,Pollyanna.176@yopmail.com,767.24,176,1.65
1182,Vonny,Vonny.21@yopmail.com,331.32,21,4.04
1183,Vita,Vita.179@yopmail.com,475.12,179,1.11
1184,Xylina,Xylina.185@yopmail.com,291.46,185,2.08
1185,Mady,Mady.48@yopmail.com,139.89,48,1.23
1186,Amalie,Amalie.45@yopmail.com,664.59,45,5.57
1187,Wendi,Wendi.15@yopmail.com,595.46,15,1.85
1188,Melina,Melina.200@yopmail.com,786.64,200,2.78
1189,Yvonne,Yvonne.86@yopmail.com,897.71,86,4.25
1190,Pearline,Pearline.43@yopmail.com,633.78,43,5.33
1191,Jennica,Jennica.169@yopmail.com,837.61,169,5.5
1192,Gilda,Gilda.167@yopmail.com,854.77,167,2.24
1193,Gusty,Gusty.85@yopmail.com,107.46,85,4.59
1194,Babita,Babita.107@yopmail.com,718.93,107,2.09
1195,Laurene,Laurene.158@yopmail.com,211.54,158,2.72
1196,Justinn,Justinn.161@yopmail.com,466.42,161,5.87
1197,Rayna,Rayna.190@yopmail.com,829.25,190,1.79
1198,Corina,Corina.135@yopmail.com,984.43,135,2.89
1199,Jaime,Jaime.111@yopmail.com,736.43,111,4.94
1200,Dorene,Dorene.8@yopmail.com,346.18,8,5.79
1201,Jany,Jany.200@yopmail.com,225.9,200,1.75
1202,Florie,Florie.140@yopmail.com,472.23,140,4.57
1203,Willetta,Willetta.186@yopmail.com,101.99,186,5.07
1204,Binny,Binny.164@yopmail.com,376.87,164,5.95
1205,Lanae,Lanae.2@yopmail.com,141.41,2,2.84
1206,Gianina,Gianina.142@yopmail.com,532.4,142,1.28
1207,Dorothy,Dorothy.115@yopmail.com,443.09,115,3.34
1208,Patricia,Patricia.93@yopmail.com,386.2,93,1.65
1209,Janeczka,Janeczka.81@yopmail.com,11.63,81,1.82
1210,Bee,Bee.177@yopmail.com,405.98,177,5.72
1211,Viviene,Viviene.170@yopmail.com,347.98,170,5.5
1212,Daune,Daune.29@yopmail.com,693.4,29,3.13
1213,Beverley,Beverley.148@yopmail.com,689.11,148,1.4
1214,Dione,Dione.170@yopmail.com,279.87,170,5.49
1215,Ardeen,Ardeen.79@yopmail.com,170,79,5.65
1216,Elise,Elise.72@yopmail.com,972.87,72,1.34
1217,Ricky,Ricky.82@yopmail.com,301.65,82,1.57
1218,Nollie,Nollie.66@yopmail.com,259.23,66,1.26
1219,Philis,Philis.39@yopmail.com,408.66,39,4.12
1220,Wendi,Wendi.107@yopmail.com,336.72,107,2.23
1221,Dennie,Dennie.146@yopmail.com,509.77,146,5.29
1222,Marita,Marita.36@yopmail.com,922.88,36,5.34
1223,Donnie,Donnie.4@yopmail.com,264.03,4,1.23
1224,Tami,Tami.71@yopmail.com,719.41,71,1.15
1225,Lyssa,Lyssa.96@yopmail.com,374.59,96,5.26
1226,Brianna,Brianna.130@yopmail.com,923.91,130,3.26
1227,Peri,Peri.77@yopmail.com,358.75,77,3.75
1228,Nannie,Nannie.189@yopmail.com,623.92,189,3.08
1229,Romona,Romona.169@yopmail.com,943.81,169,2.84
1230,Ginnie,Ginnie.182@yopmail.com,579.6,182,5.91
1231,Kirstin,Kirstin.146@yopmail.com,413.15,146,5.05
1232,Christy,Christy.108@yopmail.com,742.96,108,1.68
1233,Bernie,Bernie.30@yopmail.com,521.08,30,3.44
1234,Chickie,Chickie.161@yopmail.com,487.4,161,4.74
1235,Aigneis,Aigneis.179@yopmail.com,982.57,179,5.86
1236,Valeda,Valeda.9@yopmail.com,332.23,9,1.71
1237,Mara,Mara.43@yopmail.com,437.81,43,2.63
1238,Annaliese,Annaliese.116@yopmail.com,506.34,116,3.33
1239,Luci,Luci.47@yopmail.com,304.33,47,2.36
1240,Daphne,Daphne.155@yopmail.com,23.49,155,4.29
1241,Jasmina,Jasmina.63@yopmail.com,831.73,63,1.66
1242,Ginnie,Ginnie.22@yopmail.com,586.86,22,4.09
1243,Andree,Andree.58@yopmail.com,54.22,58,3.45
1244,Ardys,Ardys.38@yopmail.com,814.27,38,3.88
1245,Priscilla,Priscilla.109@yopmail.com,989.9,109,3.45
1246,Maye,Maye.185@yopmail.com,187.09,185,2.19
1247,Ardenia,Ardenia.197@yopmail.com,475.27,197,5.3
1248,Vivia,Vivia.126@yopmail.com,251.66,126,1.56
1249,Brooks,Brooks.28@yopmail.com,608.57,28,1.96
1250,Selma,Selma.51@yopmail.com,64.74,51,1.82
1251,Hallie,Hallie.121@yopmail.com,845.95,121,5.83
1252,Mildrid,Mildrid.57@yopmail.com,266.18,57,3.99
1253,Cordi,Cordi.10@yopmail.com,824.05,10,4.95
1254,Adelle,Adelle.50@yopmail.com,121.45,50,3
1255,Etta,Etta.110@yopmail.com,466.12,110,2.35
1256,Mariele,Mariele.48@yopmail.com,169.66,48,3.01
1257,Petronia,Petronia.146@yopmail.com,919.2,146,5.84
1258,Britte,Britte.7@yopmail.com,689.54,7,5.96
1259,Mildrid,Mildrid.68@yopmail.com,330.72,68,4.14
1260,Karina,Karina.64@yopmail.com,750.53,64,1.24
1261,Danny,Danny.57@yopmail.com,627.19,57,2.8
1262,Libbie,Libbie.68@yopmail.com,799.72,68,3.81
1263,Alie,Alie.145@yopmail.com,791.25,145,3.33
1264,Consuela,Consuela.151@yopmail.com,586.34,151,4.11
1265,Dania,Dania.183@yopmail.com,268.86,183,2.18
1266,Miquela,Miquela.146@yopmail.com,117.76,146,2.03
1267,Cyndie,Cyndie.155@yopmail.com,380.19,155,4.44
1268,Anica,Anica.72@yopmail.com,704.07,72,3.73
1269,Flory,Flory.44@yopmail.com,43.18,44,2.43
1270,Caritta,Caritta.57@yopmail.com,479.57,57,1.69
1271,Gusty,Gusty.45@yopmail.com,653.22,45,1.3
1272,Jacquetta,Jacquetta.192@yopmail.com,980.1,192,5.69
1273,Roberta,Roberta.44@yopmail.com,132.63,44,4.09
1274,Emilia,Emilia.22@yopmail.com,221.35,22,4.94
1275,Corina,Corina.191@yopmail.com,936.55,191,4.34
1276,Blinni,Blinni.120@yopmail.com,732.92,120,2.26
1277,Etta,Etta.192@yopmail.com,3.18,192,3.84
1278,Vonny,Vonny.4@yopmail.com,561.64,4,1.17
1279,Talya,Talya.135@yopmail.com,462.09,135,3.35
1280,Belva,Belva.58@yopmail.com,800.31,58,1.23
1281,Cecile,Cecile.81@yopmail.com,686.82,81,1.81
1282,Josephine,Josephine.100@yopmail.com,858.49,100,2.61
1283,Viki,Viki.46@yopmail.com,561.53,46,4.21
1284,Nananne,Nananne.165@yopmail.com,827.4,165,1.13
1285,Kerrin,Kerrin.72@yopmail.com,142.62,72,3.33
1286,Robinia,Robinia.192@yopmail.com,612.79,192,4.29
1287,Randa,Randa.51@yopmail.com,80.26,51,3.43
1288,Patricia,Patricia.78@yopmail.com,842.81,78,5.59
1289,Etta,Etta.85@yopmail.com,69.59,85,2.72
1290,Nollie,Nollie.113@yopmail.com,589.98,113,2.18
1291,Cacilie,Cacilie.@yopmail.com,497.54,0,1.25
1292,Codie,Codie.8@yopmail.com,551.53,8,3.73
1293,Sallie,Sallie.97@yopmail.com,60.33,97,2.08
1294,Vanessa,Vanessa.97@yopmail.com,778.14,97,1.88
1295,Rosaline,Rosaline.101@yopmail.com,901.77,101,5.86
1296,Katharina,Katharina.54@yopmail.com,969.88,54,5.28
1297,Fayre,Fayre.138@yopmail.com,788.37,138,3.43
1298,Ofilia,Ofilia.113@yopmail.com,236.05,113,1.27
1299,Valeda,Valeda.168@yopmail.com,642.82,168,3
1300,Melanie,Melanie.83@yopmail.com,70.48,83,4.6
1301,Ana,Ana.133@yopmail.com,532.3,133,2.55
1302,Agathe,Agathe.162@yopmail.com,45.46,162,4.27
1303,Ronna,Ronna.40@yopmail.com,438.07,40,4.58
1304,Myrtice,Myrtice.145@yopmail.com,408.92,145,1.88
1305,Helena,Helena.147@yopmail.com,728.53,147,2.56
1306,Dania,Dania.30@yopmail.com,576.31,30,1.84
1307,Tersina,Tersina.162@yopmail.com,370.11,162,4.71
1308,Dominga,Dominga.179@yopmail.com,889.13,179,5.85
1309,Mamie,Mamie.129@yopmail.com,78.48,129,3.25
1310,Danny,Danny.1@yopmail.com,774.4,1,3
1311,Therine,Therine.81@yopmail.com,575.9,81,3.35
1312,Rosabelle,Rosabelle.56@yopmail.com,414.57,56,1.46
1313,Rhea,Rhea.135@yopmail.com,576.34,135,5.86
1314,Ethel,Ethel.134@yopmail.com,963.38,134,1.76
1315,Linzy,Linzy.169@yopmail.com,246.42,169,5.82
1316,Evita,Evita.3@yopmail.com,351.01,3,4.75
1317,Melisent,Melisent.192@yopmail.com,3.07,192,3.7
1318,Celisse,Celisse.89@yopmail.com,374.6,89,3.76
1319,Ezmeralda,Ezmeralda.135@yopmail.com,408.38,135,1.27
1320,Cherrita,Cherrita.154@yopmail.com,558.02,154,5.86
1321,Sashenka,Sashenka.128@yopmail.com,617.08,128,1.92
1322,Caritta,Caritta.167@yopmail.com,956.54,167,2.41
1323,Angela,Angela.162@yopmail.com,213.02,162,3.12
1324,Stevana,Stevana.142@yopmail.com,393.82,142,3.57
1325,Sybille,Sybille.27@yopmail.com,23.03,27,4.8
1326,Angelique,Angelique.15@yopmail.com,459.97,15,1.29
1327,Marylou,Marylou.@yopmail.com,183.49,0,2.01
1328,Teriann,Teriann.24@yopmail.com,690.69,24,4.43
1329,Elyssa,Elyssa.140@yopmail.com,744.49,140,4.73
1330,Clarice,Clarice.98@yopmail.com,995.39,98,3.56
1331,Almeta,Almeta.131@yopmail.com,133.43,131,5.33
1332,Melanie,Melanie.110@yopmail.com,398.53,110,5.39
1333,Augustine,Augustine.34@yopmail.com,744.01,34,3.91
1334,Dorice,Dorice.10@yopmail.com,137.88,10,1.85
1335,Cacilie,Cacilie.80@yopmail.com,157.04,80,1.92
1336,Augustine,Augustine.116@yopmail.com,189,116,4.5
1337,Andeee,Andeee.33@yopmail.com,291.61,33,5.88
1338,Vevay,Vevay.29@yopmail.com,410.37,29,4.15
1339,Ofilia,Ofilia.13@yopmail.com,372.33,13,1.59
1340,Celisse,Celisse.31@yopmail.com,81.72,31,5.74
1341,Concettina,Concettina.163@yopmail.com,103.64,163,1.41
1342,Bill,Bill.172@yopmail.com,463.63,172,4.12
1343,Alex,Alex.122@yopmail.com,648.18,122,3.85
1344,Ebonee,Ebonee.79@yopmail.com,481.82,79,5.62
1345,Calla,Calla.192@yopmail.com,981.65,192,2.87
1346,Rozele,Rozele.30@yopmail.com,571.37,30,4.41
1347,Daune,Daune.85@yopmail.com,52.25,85,1.29
1348,Cindelyn,Cindelyn.104@yopmail.com,140.86,104,2.48
1349,Aurore,Aurore.84@yopmail.com,688.5,84,3.48
1350,Cherilyn,Cherilyn.82@yopmail.com,655.57,82,4.99
1351,Marinna,Marinna.44@yopmail.com,742.31,44,5.2
1352,Shirlee,Shirlee.172@yopmail.com,149.91,172,3.72
1353,Basia,Basia.164@yopmail.com,919.2,164,1.98
1354,Wynne,Wynne.194@yopmail.com,572.62,194,2.74
1355,Cindelyn,Cindelyn.90@yopmail.com,553.12,90,5.52
1356,Carmela,Carmela.129@yopmail.com,285.25,129,4.65
1357,Pearline,Pearline.175@yopmail.com,703.58,175,1.55
1358,Cassandra,Cassandra.7@yopmail.com,853.36,7,1.22
1359,Karlee,Karlee.107@yopmail.com,117,107,1.64
1360,Minda,Minda.149@yopmail.com,636.97,149,1.28
1361,Nerta,Nerta.146@yopmail.com,523.22,146,5
1362,Jordan,Jordan.156@yopmail.com,461.71,156,5.87
1363,Amii,Amii.80@yopmail.com,630.85,80,4.47
1364,Heddie,Heddie.23@yopmail.com,31.64,23,2.71
1365,Deloria,Deloria.153@yopmail.com,805.82,153,5.29
1366,Gusella,Gusella.114@yopmail.com,857.27,114,5.74
1367,Corene,Corene.28@yopmail.com,276.6,28,4.85
1368,Jany,Jany.129@yopmail.com,956.18,129,3.72
1369,Kathy,Kathy.54@yopmail.com,681.33,54,1.5
1370,Susan,Susan.188@yopmail.com,124.44,188,4.88
1371,Jessamyn,Jessamyn.164@yopmail.com,569.98,164,4.67
1372,Phedra,Phedra.176@yopmail.com,148.82,176,1.92
1373,Raquela,Raquela.181@yopmail.com,51.18,181,4.21
1374,Thalia,Thalia.38@yopmail.com,389.41,38,5.53
1375,Leanna,Leanna.200@yopmail.com,835.74,200,5.82
1376,Brianna,Brianna.124@yopmail.com,737.2,124,2.78
1377,Cissiee,Cissiee.120@yopmail.com,139.78,120,5.15
1378,Esmeralda,Esmeralda.5@yopmail.com,395.25,5,2.38
1379,Berget,Berget.158@yopmail.com,908.19,158,5.01
1380,Maridel,Maridel.128@yopmail.com,931.13,128,5.21
1381,Justinn,Justinn.103@yopmail.com,909.55,103,1.96
